Speaker,Sentence
CORIOLANUS,"First, hear me speak."
CORIOLANUS,"Shall I be charged no further than this present?
Must all determine here?"
SICINIUS,"I do demand,
If you submit you to the people's voices,
Allow their officers and are content
To suffer lawful censure for such faults
As shall be proved upon you?"
CORIOLANUS,I am content.
MENENIUS,"Lo, citizens, he says he is content"
CORIOLANUS,"Scratches with briers,
Scars to move laughter only."
MENENIUS,"Consider further,
That when he speaks not like a citizen,
You find him like a soldier"
COMINIUS,"Well, well, no more."
CORIOLANUS,"What is the matter
That being pass'd for consul with full voice,
I am so dishonour'd that the very hour
You take it off again?"
SICINIUS,Answer to us.
CORIOLANUS,"Say, then"
SICINIUS,"We charge you, that you have contrived to take
From Rome all season'd office and to wind
Yourself into a power tyrannical;
For which you are a traitor to the people."
CORIOLANUS,How! traitor!
MENENIUS,"Nay, temperately; your promise."
CORIOLANUS,"The fires i' the lowest hell fold-in the people!
Call me their traitor! Thou injurious tribune!
Within thine eyes sat twenty thousand deaths,
In thy hand clutch'd as many millions, in
Thy lying tongue both numbers, I would say
'Thou liest' unto thee with a voice as free
As I do pray the gods."
SICINIUS,"Mark you this, people?"
SICINIUS,"Peace!
We need not put new matter to his charge"
BRUTUS,"But since he hath
Served well for Rome,--"
CORIOLANUS,What do you prate of service?
BRUTUS,"I talk of that, that know it."
CORIOLANUS,You?
MENENIUS,Is this the promise that you made your mother?
COMINIUS,"Know, I pray you,--"
CORIOLANUS,I know no further
SICINIUS,"For that he has,
As much as in him lies, from time to time
Envied against the people, seeking means
To pluck away their power, as now at last
Given hostile strokes, and that not in the presence
Of dreaded justice, but on the ministers
That do distribute it; in the name o' the people
And in the power of us the tribunes, we,
Even from this instant, banish him our city,
In peril of precipitation
From off the rock Tarpeian never more
To enter our Rome gates"
COMINIUS,"Hear me, my masters, and my common friends,--"
SICINIUS,He's sentenced; no more hearing.
COMINIUS,Let me speak
SICINIUS,We know your drift
BRUTUS,"There's no more to be said, but he is banish'd,
As enemy to the people and his country"
CORIOLANUS,"You common cry of curs! whose breath I hate
As reek o' the rotten fens, whose loves I prize
As the dead carcasses of unburied men
That do corrupt my air, I banish you;
And here remain with your uncertainty!
Let every feeble rumour shake your hearts!
Your enemies, with nodding of their plumes,
Fan you into despair! Have the power still
To banish your defenders; till at length
Your ignorance, which finds not till it feels,
Making not reservation of yourselves,
Still your own foes, deliver you as most
Abated captives to some nation
That won you without blows! Despising,
For you, the city, thus I turn my back"
SICINIUS,"Go, see him out at gates, and follow him,
As he hath followed you, with all despite;
Give him deserved vexation. Let a guard
Attend us through the city."
CORIOLANUS,"Come, leave your tears"
CORIOLANUS,"Nay! prithee, woman,--"
CORIOLANUS,"What, what, what!
I shall be loved when I am lack'd. Nay, mother.
Resume that spirit, when you were wont to say,
If you had been the wife of Hercules,
Six of his labours you'ld have done, and saved
Your husband so much sweat. Cominius,
Droop not; adieu. Farewell, my wife, my mother"
CORIOLANUS,O the gods!
COMINIUS,"I'll follow thee a month, devise with thee
Where thou shalt rest, that thou mayst hear of us
And we of thee"
CORIOLANUS,Fare ye well
MENENIUS,"That's worthily
As any ear can hear. Come, let's not weep.
If I could shake off but one seven years
From these old arms and legs, by the good gods,
I'ld with thee every foot."
CORIOLANUS,Give me thy hand
SICINIUS,"Bid them all home; he's gone, and we'll no further.
The nobility are vex'd, whom we see have sided
In his behalf."
BRUTUS,"Now we have shown our power,
Let us seem humbler after it is done
Than when it was a-doing."
SICINIUS,Bid them home
BRUTUS,"Dismiss them home.
Here comes his mother."
SICINIUS,Let's not meet her.
BRUTUS,Why?
SICINIUS,They say she's mad.
BRUTUS,They have ta'en note of us
MENENIUS,"Peace, peace; be not so loud."
SICINIUS,Are you mankind?
SICINIUS,O blessed heavens!
SICINIUS,What then?
MENENIUS,"Come, come, peace."
SICINIUS,"I would he had continued to his country
As he began, and not unknit himself
The noble knot he made."
BRUTUS,I would he had.
BRUTUS,"Pray, let us go."
BRUTUS,"Well, well, we'll leave you."
SICINIUS,"Why stay we to be baited
With one that wants her wits?"
MENENIUS,"You have told them home;
And, by my troth, you have cause. You'll sup with me?"
MENENIUS,"Fie, fie, fie!"
CORIOLANUS,"A goodly city is this Antium. City,
'Tis I that made thy widows"
CORIOLANUS,"Direct me, if it be your will,
Where great Aufidius lies"
CORIOLANUS,"Which is his house, beseech you?"
CORIOLANUS,"Thank you, sir"
CORIOLANUS,A goodly house
CORIOLANUS,"I have deserved no better entertainment,
In being Coriolanus."
CORIOLANUS,Away!
CORIOLANUS,Now thou'rt troublesome.
CORIOLANUS,Let me but stand; I will not hurt your hearth.
CORIOLANUS,A gentleman.
CORIOLANUS,"True, so I am."
CORIOLANUS,"Follow your function, go, and batten on cold bits."
CORIOLANUS,Under the canopy.
CORIOLANUS,Ay.
CORIOLANUS,I' the city of kites and crows.
CORIOLANUS,"No, I serve not thy master."
CORIOLANUS,"Ay; 'tis an honester service than to meddle with thy
mistress. Thou pratest, and pratest; serve with thy
trencher, hence!"
CORIOLANUS,"If, Tullus,
Not yet thou knowest me, and, seeing me, dost not
Think me for the man I am, necessity
Commands me name myself."
CORIOLANUS,"A name unmusical to the Volscians' ears,
And harsh in sound to thine."
CORIOLANUS,Prepare thy brow to frown
CORIOLANUS,"My name is Caius Marcius, who hath done
To thee particularly and to all the Volsces
Great hurt and mischief; thereto witness may
My surname, Coriolanus"
CORIOLANUS,"You bless me, gods!"
SICINIUS,"We hear not of him, neither need we fear him;
His remedies are tame i' the present peace
And quietness of the people, which before
Were in wild hurry. Here do we make his friends
Blush that the world goes well, who rather had,
Though they themselves did suffer by't, behold
Dissentious numbers pestering streets than see
Our tradesmen with in their shops and going
About their functions friendly."
BRUTUS,"We stood to't in good time.
Is this Menenius?"
SICINIUS,"'Tis he,'tis he"
MENENIUS,Hail to you both!
SICINIUS,"Your Coriolanus
Is not much miss'd, but with his friends"
MENENIUS,"All's well; and might have been much better, if
He could have temporized."
SICINIUS,"Where is he, hear you?"
MENENIUS,"Nay, I hear nothing"
SICINIUS,"God-den, our neighbours."
BRUTUS,"God-den to you all, god-den to you all."
SICINIUS,"Live, and thrive!"
BRUTUS,"Farewell, kind neighbours"
SICINIUS,"This is a happier and more comely time
Than when these fellows ran about the streets,
Crying confusion."
BRUTUS,"Caius Marcius was
A worthy officer i' the war; but insolent,
O'ercome with pride, ambitious past all thinking,
Self-loving,--"
SICINIUS,"And affecting one sole throne,
Without assistance."
MENENIUS,I think not so.
SICINIUS,"We should by this, to all our lamentation,
If he had gone forth consul, found it so."
BRUTUS,"The gods have well prevented it, and Rome
Sits safe and still without him."
MENENIUS,"'Tis Aufidius,
Who, hearing of our Marcius' banishment,
Thrusts forth his horns again into the world;
Which were inshell'd when Marcius stood for Rome,
And durst not once peep out."
SICINIUS,"Come, what talk you
Of Marcius?"
BRUTUS,"Go see this rumourer whipp'd. It cannot be
The Volsces dare break with us."
MENENIUS,"Cannot be!
We have record that very well it can,
And three examples of the like have been
Within my age. But reason with the fellow,
Before you punish him, where he heard this,
Lest you shall chance to whip your information
And beat the messenger who bids beware
Of what is to be dreaded."
SICINIUS,Tell not me
BRUTUS,Not possible.
SICINIUS,"'Tis this slave;--
Go whip him, 'fore the people's eyes"
SICINIUS,What more fearful?
SICINIUS,This is most likely!
BRUTUS,"Raised only, that the weaker sort may wish
Good Marcius home again."
SICINIUS,The very trick on't.
MENENIUS,This is unlikely
COMINIUS,"O, you have made good work!"
MENENIUS,What news? what news?
COMINIUS,"You have holp to ravish your own daughters and
To melt the city leads upon your pates,
To see your wives dishonour'd to your noses,--"
MENENIUS,What's the news? what's the news?
COMINIUS,"Your temples burned in their cement, and
Your franchises, whereon you stood, confined
Into an auger's bore."
MENENIUS,"Pray now, your news?
You have made fair work, I fear me.--Pray, your news?--
If Marcius should be join'd with Volscians,--"
COMINIUS,"If!
He is their god"
MENENIUS,"You have made good work,
You and your apron-men; you that stood so up much
on the voice of occupation and
The breath of garlic-eaters!"
COMINIUS,"He will shake
Your Rome about your ears."
MENENIUS,"As Hercules
Did shake down mellow fruit.
You have made fair work!"
BRUTUS,"But is this true, sir?"
COMINIUS,"Ay; and you'll look pale
Before you find it other. All the regions
Do smilingly revolt; and who resist
Are mock'd for valiant ignorance,
And perish constant fools. Who is't can blame him?
Your enemies and his find something in him."
MENENIUS,"We are all undone, unless
The noble man have mercy."
COMINIUS,"Who shall ask it?
The tribunes cannot do't for shame; the people
Deserve such pity of him as the wolf
Does of the shepherds"
MENENIUS,'Tis true
COMINIUS,"You have brought
A trembling upon Rome, such as was never
So incapable of help."
MENENIUS,"How! Was it we? we loved him but, like beasts
And cowardly nobles, gave way unto your clusters,
Who did hoot him out o' the city."
COMINIUS,"But I fear
They'll roar him in again. Tullus Aufidius,
The second name of men, obeys his points
As if he were his officer"
MENENIUS,"Here come the clusters.
And is Aufidius with him? You are they
That made the air unwholesome, when you cast
Your stinking greasy caps in hooting at
Coriolanus' exile. Now he's coming;
And not a hair upon a soldier's head
Which will not prove a whip"
COMINIUS,"Ye re goodly things, you voices!"
MENENIUS,"You have made
Good work, you and your cry! Shall's to the Capitol?"
COMINIUS,"O, ay, what else?"
SICINIUS,"Go, masters, get you home; be not dismay'd"
BRUTUS,I do not like this news.
SICINIUS,Nor I.
BRUTUS,"Let's to the Capitol. Would half my wealth
Would buy this for a lie!"
SICINIUS,"Pray, let us go."
MENENIUS,"No, I'll not go"
COMINIUS,He would not seem to know me.
MENENIUS,Do you hear?
COMINIUS,Yet one time he did call me by my name
MENENIUS,"Why, so"
COMINIUS,"I minded him how royal 'twas to pardon
When it was less expected"
MENENIUS,Very well
COMINIUS,"I offer'd to awaken his regard
For's private friends"
MENENIUS,"For one poor grain or two!
I am one of those; his mother, wife, his child,
And this brave fellow too, we are the grains"
SICINIUS,"Nay, pray, be patient"
MENENIUS,"No, I'll not meddle."
SICINIUS,"Pray you, go to him."
MENENIUS,What should I do?
BRUTUS,"Only make trial what your love can do
For Rome, towards Marcius."
MENENIUS,"Well, and say that Marcius
Return me, as Cominius is return'd,
Unheard; what then?
But as a discontented friend, grief-shot
With his unkindness? say't be so?"
SICINIUS,"Yet your good will
must have that thanks from Rome, after the measure
As you intended well."
MENENIUS,I'll undertake 't
BRUTUS,"You know the very road into his kindness,
And cannot lose your way."
MENENIUS,"Good faith, I'll prove him,
Speed how it will. I shall ere long have knowledge
Of my success."
COMINIUS,He'll never hear him.
SICINIUS,Not?
COMINIUS,"I tell you, he does sit in gold, his eye
Red as 'twould burn Rome; and his injury
The gaoler to his pity. I kneel'd before him;
'Twas very faintly he said 'Rise;' dismiss'd me
Thus, with his speechless hand"
